polygon 0
35.12,14.54
34.56,12.56
34.37,12.18
32.56,8.91
32.12,8.19
31.05,6.33
26.08,5.9
23.56,13.26
24.66,18.66
24.96,20.23
25.16,24.72
26.51,26.04
28.6,26.76
31.77,26.82
34.75,27.07
35.01,26.63
polygon 12
-1.93,-11.06
-2.94,-11.04
-3.78,-10.76
-3.88,-10.72
-4.52,-10.17
-4.61,-6.73
-4.61,-5.6
-4.38,-1.2
-4.3,2.85
-1.37,2.92
0.11,2.76
1.09,2.72
1.68,2.12
1.69,0.81
1.7,0.28
1.68,-0.56
1.67,-1.64
1.84,-3.73
1.98,-6.14
1.93,-10.21
1.24,-10.73
0.31,-11.05
polygon 13
32.52,3.25
35.35,3.0
35.78,2.6
35.96,1.01
36.09,-1.94
36.51,-5.58
36.43,-6.08
36.25,-9.01
36.17,-10.61
35.69,-10.87
34.23,-10.91
34.02,-10.91
33.69,-10.91
33.38,-10.91
32.88,-10.92
32.15,-10.91
30.45,-10.93
29.89,-10.92
28.88,-10.86
27.12,-10.88
24.54,-10.83
22.41,-10.89
21.56,-10.88
19.5,-10.82
16.21,-10.84
11.87,-10.9
8.17,-10.9
6.72,-10.72
5.37,-8.42
5.23,-8.04
4.78,-6.67
5.22,-2.13
5.22,-0.99
4.91,1.82
4.91,1.85
5.34,2.96
7.35,3.03
9.36,3.01
9.7,3.02
11.11,3.03
13.05,3.02
14.01,3.02
15.83,3.04
17.93,2.96
18.89,3.01
20.92,2.96
24.03,3.17
26.75,3.32
30.15,3.26
polygon 14
4.25,46.31
2.37,45.99
-1.6,46.04
-3.22,46.08
-4.05,46.25
-4.38,46.36
-5.19,47.91
-4.5,53.35
-5.14,59.23
-3.04,59.94
-2.46,60.11
-1.03,60.02
-0.66,60.01
0.3,60.0
2.15,59.87
3.14,59.78
5.55,59.78
5.95,59.54
6.4,58.75
6.9,57.46
6.87,55.77
6.91,54.82
6.88,52.77
6.87,50.96
6.89,49.43
6.79,48.83
4.67,46.45
polygon 15
17.37,47.04
16.6,47.03
16.08,47.02
15.77,47.02
13.61,46.98
12.81,47.0
10.8,47.02
9.32,47.03
10.84,53.38
10.86,54.12
10.86,54.89
10.49,58.56
11.2,59.61
11.99,60.48
13.48,60.82
16.09,60.43
16.86,60.37
18.99,59.88
20.75,56.78
19.5,47.27
19.35,46.99
polygon 16
23.8,62.65
23.83,63.31
25.83,63.9
30.64,63.87
32.73,63.77
33.58,63.68
36.4,63.5
37.34,59.95
37.39,54.92
37.42,49.92
37.39,48.44
36.78,47.79
33.68,47.07
32.17,47.08
30.49,47.01
28.82,47.08
27.47,47.06
24.02,47.05
23.34,47.55
23.37,48.0
23.7,54.44
23.71,57.36
23.66,60.57
